Operation Number,Operation Region,Operation Name,Operation Name (Number),Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,Today,Dt Load Process,Effective Date 1/1/22,Operating Status 1/1/22,Permit Status 1/1/22,Effective Date 1/8/22,Operating Status 1/8/22,Permit Status 1/8/22,Effective Date 1/15/22,Operating Status 1/15/22,Permit Status 1/15/22,Effective Date 1/22/22,Operating Status 1/22/22,Permit Status 1/22/22,Effective Date 1/29/22,Operating Status 1/29/22,Permit Status 1/29/22
1363408,6,Lifetime Learners Child Development Center,Lifetime Learners Child Development Center (1363408),6734 WESTHEIMER LAKES NORTH D,,KATY,77494,FORT BEND,Licensed Center - Child Care Program,69,3/16/12,3/2/22,2/7/22,9/26/11,Y,Full,,,,,,,,,,,,
1363715,3,Lalitha Panchakarla,Lalitha Panchakarla (1363715),1127 VALLEY VISTA DR,,IRVING,75063,DALLAS,Listed Family Home,3,8/25/11,3/2/22,2/7/22,9/7/21,N,Full,,,,,,,,,,,,
1363866,2,Kandis Rocha,Kandis Rocha (1363866),221 N 15TH AVE,,MUNDAY,76371,KNOX,Registered Child-Care Home,12,10/31/11,3/2/22,2/7/22,8/17/11,Y,Full,,,,,,,,,,,,
1364106,3,MISD Infant and Toddler Care at Lawson,MISD Infant and Toddler Care at Lawson (1364106),500 DOWELL ST,,MCKINNEY,75070,COLLIN,Licensed Center - Child Care Program,81,3/20/12,3/2/22,2/7/22,8/3/20,Y,Full,,,,,,,,,,,,
1364616,2,Rosemary Castagna,Rosemary Castagna (1364616),716 E MCLAIN ST,,SEYMOUR,76380,BAYLOR,Listed Family Home,3,9/28/11,3/2/22,2/7/22,11/3/21,N,Full,,,,,,,,,,,,
1364911,7,Stepping Stone School XVII,Stepping Stone School XVII (1364911),1007 E 40TH,,AUSTIN,78756,TRAVIS,Licensed Center - Child Care Program,99,9/30/11,3/2/22,2/7/22,9/30/11,Y,Full,,,,,,,,,,,,
1364946,7,Waco Family YMCA @ Mountainview Elementary,Waco Family YMCA @ Mountainview Elementary (1364946),5901 BISHOP DR,,WACO,76710,MCLENNAN,Licensed Center - Before/After School Program,102,4/16/12,3/2/22,2/7/22,9/14/20,Y,Full,,,,,,,,,,,,
1364987,7,Waco Family YMCA @ Crestview Elementary,Waco Family YMCA @ Crestview Elementary (1364987),1120 N NEW RD,,WACO,76710,MCLENNAN,Licensed Center - Before/After School Program,136,4/16/12,3/2/22,2/7/22,9/14/20,Y,Full,,,,,,,,,,,,
1364991,7,Waco Family YMCA @ Alta Vista Montessori  Elementary,Waco Family YMCA @ Alta Vista Montessori  Elementary (1364991),3637 ALTA VISTA DR,,WACO,76706,MCLENNAN,Licensed Center - Before/After School Program,75,4/9/12,3/2/22,2/7/22,9/14/20,Y,Full,,,,,,,,,,,,
1364993,7,Waco Family YMCA @ Dean Highland Elementary,Waco Family YMCA @ Dean Highland Elementary (1364993),3300 MAPLE AVE,,WACO,76707,MCLENNAN,Licensed Center - Before/After School Program,75,4/6/12,3/2/22,2/7/22,8/23/21,Y,Full,,,,,,,,,,,,
1365222,3,Small Miracles Academy Allen Campus,Small Miracles Academy Allen Campus (1365222),208 S ALLEN HEIGHTS DR,,ALLEN,75002,COLLIN,Licensed Center - Child Care Program,160,9/30/11,3/2/22,2/7/22,4/6/20,Y,Full,,,,,,,,,,,,
1365406,3,Shonte Jones,Shonte Jones (1365406),1537 BERCKMANS RD,,FORT WORTH,76120,TARRANT,Registered Child-Care Home,12,10/26/11,3/2/22,2/7/22,10/1/21,Y,Full,,,,,,,,,,,,
1365752,6,Jump-Start Christian Academy,Jump-Start Christian Academy (1365752),29706 FM 1093 RD,,FULSHEAR,77441,FORT BEND,Licensed Center - Child Care Program,48,2/17/12,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
1365846,6,Binh Quoc Ta,Binh Quoc Ta (1365846),7923 GABLE BRIDGE LN,,RICHMOND,77407,FORT BEND,Registered Child-Care Home,12,10/27/11,3/2/22,2/7/22,10/27/11,Y,Full,,,,,,,,,,,,
1365866,1,First Baptist Dimmitt Preschool & Daycare,First Baptist Dimmitt Preschool & Daycare (1365866),1201 WESTERN CIR,,DIMMITT,79027,CASTRO,Licensed Center - Child Care Program,55,2/14/12,3/2/22,2/7/22,8/17/20,Y,Full,,,,,,,,,,,,
1366051,3,Gloria Lara De Quintana,Gloria Lara De Quintana (1366051),10525 COCHRON DR,,MCKINNEY,75072,COLLIN,Registered Child-Care Home,12,9/26/11,3/2/22,2/7/22,9/26/11,Y,Full,,,,,,,,,,,,
1366056,6,Epiphany Lutheran Preschool,Epiphany Lutheran Preschool (1366056),14423 WEST RD,,HOUSTON,77041,HARRIS,Licensed Center - Child Care Program,40,10/31/11,3/2/22,2/7/22,8/31/20,Y,Full,,,,,,,,,,,,
1366186,3,April's Little Lambs License Child Care Home,April's Little Lambs License Child Care Home (1366186),852 WILLOW WOOD DR,,CEDAR HILL,75104,DALLAS,Licensed Child-Care Home,12,3/22/12,3/2/22,2/7/22,6/30/21,Y,Full,,,,,,,,,,,,
1366529,3,Laura Price,Laura Price (1366529),2002 WASHINGTON ST,APT 6,COMMERCE,75428,HUNT,Listed Family Home,3,9/2/11,3/2/22,2/7/22,9/13/21,N,Full,,,,,,,,,,,,
1366547,6,Super Kids Academy,Super Kids Academy (1366547),9925 N HOUSTON ROSSLYN RD,,HOUSTON,77088,HARRIS,Licensed Center - Child Care Program,85,10/5/12,3/2/22,2/7/22,6/24/20,Y,Full,,,,,,,,,,,,
1366548,3,Chien Thi Pham,Chien Thi Pham (1366548),1725 TROWBRIDGE ST,,GARLAND,75044,DALLAS,Registered Child-Care Home,12,9/13/11,3/2/22,2/7/22,9/13/11,Y,Full,,,,,,,,,,,,
1366646,9,Kidz Korral Daycare Learning Center,Kidz Korral Daycare Learning Center (1366646),4500A N GRANDVIEW AVE,,ODESSA,79762,ECTOR,Licensed Center - Child Care Program,102,3/26/12,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
1366946,8,Coastal Kids Day Care,Coastal Kids Day Care (1366946),709 B HWY 35 S,,PORT LAVACA,77979,CALHOUN,Licensed Center - Child Care Program,81,10/22/12,3/2/22,2/7/22,9/21/11,Y,Full,,,,,,,,,,,,
1367366,11,Little Bucks Daycare and Learning Center,Little Bucks Daycare and Learning Center (1367366),1406 S NORTON ST,,FREER,78357,DUVAL,Licensed Center - Child Care Program,38,3/12/12,3/2/22,2/7/22,11/19/20,Y,Full,,,,,,,,,,,,
1367406,7,Killeen Downtown Head Start,Killeen Downtown Head Start (1367406),802 N 2ND ST,BLDG F,KILLEEN,76541,BELL,Licensed Center - Child Care Program,58,6/1/12,3/2/22,2/7/22,10/12/20,Y,Full,,,,,,,,,,,,
1367466,11,Children's Abbey Pre-Primary,Children's Abbey Pre-Primary (1367466),919 W KELLY AVE,,PHARR,78577,HIDALGO,Licensed Center - Child Care Program,33,5/11/12,3/2/22,2/7/22,8/3/20,Y,Full,,,,,,,,,,,,
1367687,6,Boys & Girls Club of Brazoria County-Polk,Boys & Girls Club of Brazoria County-Polk (1367687),600 AUDUBON WOODS DR,,RICHWOOD,77531,BRAZORIA,Licensed Center - Before/After School Program,40,2/27/12,3/2/22,2/7/22,1/5/21,Y,Full,1/3/22,N,Closed,,,,,,,,,
1368826,3,Top of the World Preschool,Top of the World Preschool (1368826),451 S LAKE FOREST DR,,MCKINNEY,75072,COLLIN,Licensed Center - Child Care Program,140,9/30/11,3/2/22,2/7/22,9/30/11,Y,Full,,,,,,,,,,,,
1369187,6,Stair Steps 2 Learning,Stair Steps 2 Learning (1369187),13303 WINDFERN RD,,HOUSTON,77064,HARRIS,Licensed Center - Child Care Program,130,1/27/12,3/2/22,2/7/22,9/7/11,Y,Full,,,,,,,,,,,,
1369267,4,Braswell Academy,Braswell Academy (1369267),302 E MCKAY ST,,TROUP,75789,SMITH,Licensed Center - Child Care Program,68,3/6/12,3/2/22,2/7/22,7/20/20,Y,Full,,,,,,,,,,,,
1369786,8,Minshell Ford,Minshell Ford (1369786),306 JERRY ST,,HALLETTSVILLE,77964,LAVACA,Listed Family Home,3,9/6/11,3/2/22,2/7/22,10/8/19,Y,Full,,,,,,,,,,,,
1370087,11,Rhema's Learning Center LLC,Rhema's Learning Center LLC (1370087),2402 BUDDY OWENS AVE,,MCALLEN,78504,HIDALGO,Licensed Center - Child Care Program,242,11/4/11,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1370487,4,East Texas Crisis Center,East Texas Crisis Center (1370487),2401 HUGHEY DR,,TYLER,75701,SMITH,Licensed Center - Temporary Shelter Program,40,4/11/12,3/2/22,2/7/22,6/21/21,Y,Full,,,,,,,,,,,,
1370726,6,Blossom Heights Child Development Center,Blossom Heights Child Development Center (1370726),8702 LIPAN RD,,HOUSTON,77063,HARRIS,Licensed Center - Child Care Program,104,3/6/12,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
1371246,8,Stacey Wiatrek,Stacey Wiatrek (1371246),3357 COUNTY ROAD 211,,HOBSON,78117,KARNES,Listed Family Home,3,10/3/11,3/2/22,2/7/22,9/28/20,Y,Full,,,,,,,,,,,,
1371267,4,Wanda Clampitt,Wanda Clampitt (1371267),103 W 2ND ST,,CUMBY,75433,HOPKINS,Listed Family Home,3,10/19/11,3/2/22,2/7/22,10/19/11,Y,Full,,,,,,,,,,,,
1371286,6,Kids R Kids #5,Kids R Kids #5 (1371286),16722 SQUYRES RD,,SPRING,77379,HARRIS,Licensed Center - Child Care Program,250,4/2/12,3/2/22,2/7/22,12/6/11,Y,Full,,,,,,,,,,,,
1371508,3,Romila Reddy,Romila Reddy (1371508),4000 SALTBURN DR,,PLANO,75093,COLLIN,Registered Child-Care Home,12,11/2/11,3/2/22,2/7/22,11/2/11,Y,Full,,,,,,,,,,,,
1371806,1,Sheri McNeil,Sheri McNeil (1371806),3713 RUTSON DR,,AMARILLO,79109,RANDALL,Listed Family Home,3,9/12/11,3/2/22,2/7/22,10/21/16,Y,Full,,,,,,,,,,,,
1372146,3,Greater Cornerstone Academy,Greater Cornerstone Academy (1372146),8350 FOREST LN,,DALLAS,75243,DALLAS,Licensed Center - Child Care Program,50,7/23/12,3/2/22,2/7/22,2/8/12,Y,Full,,,,,,,,,,,,
1372166,3,Kimdra  Barbee,Kimdra  Barbee (1372166),3505 ALHAMBRA CT,,FOREST HILL,76119,TARRANT,Registered Child-Care Home,12,11/23/11,3/2/22,2/7/22,11/23/11,Y,Full,,,,,,,,,,,,
1373471,3,Little Lambs Preschool,Little Lambs Preschool (1373471),2509 MESA VALLEY DR,,MCKINNEY,75071,COLLIN,Licensed Child-Care Home,12,3/30/12,3/2/22,2/7/22,10/26/11,Y,Full,,,,,,,,,,,,
1373507,7,Vera Hodges,Vera Hodges (1373507),2408 HANSON RD,,KILLEEN,76543,BELL,Registered Child-Care Home,12,10/12/11,3/2/22,2/7/22,10/12/11,Y,Full,,,,,,,,,,,,
1373566,4,Glenwood Primary University,Glenwood Primary University (1373566),625 N GLENWOOD BLVD,,TYLER,75702,SMITH,Licensed Center - Child Care Program,49,10/4/11,3/2/22,2/7/22,10/4/11,Y,Full,,,,,,,,,,,,
1373767,6,Smile Little Angel,Smile Little Angel (1373767),4038 ASHVIEW LN,,FRESNO,77545,FORT BEND,Licensed Child-Care Home,12,3/30/12,3/2/22,2/7/22,10/12/11,Y,Full,,,,,,,,,,,,
1374447,6,Apple of My Eye Academy,Apple of My Eye Academy (1374447),690 NORMANDY ST,,HOUSTON,77015,HARRIS,Licensed Center - Child Care Program,132,10/26/11,3/2/22,2/7/22,4/27/20,Y,Full,,,,,,,,,,,,
1375108-668,8,Y School Age @ Margil Elementary,Y School Age @ Margil Elementary (1375108-668),1000 PEREZ ST,,SAN ANTONIO,78207,BEXAR,Licensed Center - Before/After School Program,100,11/30/12,3/2/22,2/7/22,10/13/20,Y,Full,,,,,,,,,,,,
1375109-668,8,Y School Age @ Neal Elementary,Y School Age @ Neal Elementary (1375109-668),3407 CAPITOL AVE,,SAN ANTONIO,78201,BEXAR,Licensed Center - Before/After School Program,180,5/11/12,3/2/22,2/7/22,10/13/20,Y,Full,,,,,,,,,,,,
1375110,6,Lisa McCarty,Lisa McCarty (1375110),1907 OVERBROOK CIR,,MISSOURI CITY,77459,FORT BEND,Licensed Child-Care Home,12,4/16/12,3/2/22,2/7/22,11/1/11,Y,Full,,,,,,,,,,,,
1375246,11,Karina's Learning Center,Karina's Learning Center (1375246),508 W POLK AVE,,PHARR,78577,HIDALGO,Licensed Center - Child Care Program,49,4/10/12,3/2/22,2/7/22,11/2/11,Y,Full,,,,,,,,,,,,
1375907,6,Kiddies Excel Academy,Kiddies Excel Academy (1375907),3330 S DAIRY ASHFORD RD,STE D,HOUSTON,77082,HARRIS,Licensed Center - Child Care Program,85,4/3/12,3/2/22,2/7/22,10/24/11,Y,Full,,,,,,,,,,,,
1376146-1030,9,San Angelo YMCA - Rio Vista,San Angelo YMCA - Rio Vista (1376146-1030),2800 BEN FICKLIN RD,,SAN ANGELO,76903,TOM GREEN,Licensed Center - School Age Program,75,3/26/12,3/2/22,2/7/22,11/30/20,Y,Full,,,,,,,,,,,,
1377146,6,Kids Montessori Academy,Kids Montessori Academy (1377146),7919 GRAND MISSION BLVD,,RICHMOND,77407,FORT BEND,Licensed Center - Child Care Program,125,3/22/12,3/2/22,2/7/22,4/27/20,Y,Full,,,,,,,,,,,,
1377449,3,Thuong Thi Nguyen,Thuong Thi Nguyen (1377449),2607 THISTLE LN,,ROWLETT,75089,DALLAS,Registered Child-Care Home,12,10/19/11,3/2/22,2/7/22,10/19/11,Y,Full,,,,,,,,,,,,
1377546,8,Miller Child Development Center,Miller Child Development Center (1377546),102 S MEL WAITERS WAY,,SAN ANTONIO,78203,BEXAR,Licensed Center - Child Care Program,140,3/21/12,3/2/22,2/7/22,9/30/11,Y,Full,,,,,,,,,,,,
1378127,7,Fun Time Learning Center,Fun Time Learning Center (1378127),441 N 38TH ST,,KILLEEN,76543,BELL,Licensed Center - Child Care Program,116,2/6/12,3/2/22,2/7/22,9/30/11,Y,Full,,,,,,,,,,,,
1378306,6,YMCA Children's Academy @ Huntsville,YMCA Children's Academy @ Huntsville (1378306),2906 OLD HOUSTON RD,,HUNTSVILLE,77340,WALKER,Licensed Center - Child Care Program,143,2/29/12,3/2/22,2/7/22,9/30/11,Y,Full,,,,,,,,,,,,
1378686,3,Cambridge Christian Academy,Cambridge Christian Academy (1378686),4175 SANDSHELL DR,,FORT WORTH,76137,TARRANT,Licensed Center - Child Care Program,100,12/14/11,3/2/22,2/7/22,12/14/11,Y,Full,,,,,,,,,,,,
1378726,7,Little Acorn Academy LLC,Little Acorn Academy LLC (1378726),3200 HATCH RD,,CEDAR PARK,78613,WILLIAMSON,Licensed Center - Child Care Program,145,11/20/12,3/2/22,2/7/22,10/14/11,Y,Full,,,,,,,,,,,,
1378727,3,Cambridge Christian Academy,Cambridge Christian Academy (1378727),6800 GLENVIEW DR,,NORTH RICHLAND HILLS,76180,TARRANT,Licensed Center - Child Care Program,119,11/3/11,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1378826,3,Cambridge Christian Academy,Cambridge Christian Academy (1378826),6720 CHAPMAN DR,,NORTH RICHLAND HILLS,76182,TARRANT,Licensed Center - Child Care Program,109,11/8/11,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1379767,6,TNT Learning Academy,TNT Learning Academy (1379767),12031 BLUE MOUNTAIN DR,,HOUSTON,77067,HARRIS,Licensed Child-Care Home,12,4/25/12,3/2/22,2/7/22,12/1/11,Y,Full,,,,,,,,,,,,
1379947,7,Vergena   Duhaney,Vergena   Duhaney (1379947),5504 HOLSTER DR,,KILLEEN,76549,BELL,Listed Family Home,3,10/10/11,3/2/22,2/7/22,11/17/21,N,Full,,,,,,,,,,,,
1380126,8,Dedo's Day Care,Dedo's Day Care (1380126),2837 TEXAS HIGHWAY 127,,SABINAL,78881,UVALDE,Licensed Child-Care Home,12,6/8/12,3/2/22,2/7/22,4/6/20,Y,Full,,,,,,,,,,,,
1380226,8,The Stepping Stone: Private Early Learning Center,The Stepping Stone: Private Early Learning Center (1380226),301 US HIGHWAY 77 S,,HALLETTSVILLE,77964,LAVACA,Licensed Center - Child Care Program,105,11/30/12,3/2/22,2/7/22,10/13/20,Y,Full,,,,,,,,,,,,
1380647,6,Gloria  Ortuno,Gloria  Ortuno (1380647),11035 FLEMING DR,,HOUSTON,77013,HARRIS,Listed Family Home,0,10/14/11,3/2/22,2/7/22,1/11/21,Y,Full,,,,,,,,,,,,
1381486,7,A Child's Haven,A Child's Haven (1381486),600 W PARK ST,,CEDAR PARK,78613,WILLIAMSON,Licensed Center - Child Care Program,57,6/20/12,3/2/22,2/7/22,9/15/20,Y,Full,,,,,,,,,,,,
1381506,7,Four Hearts Learning Center,Four Hearts Learning Center (1381506),701 FOREST DR,,BELTON,76513,BELL,Licensed Child-Care Home,12,6/20/12,3/2/22,2/7/22,8/17/20,Y,Full,,,,,,,,,,,,
1381646,3,Loan Bich Pham,Loan Bich Pham (1381646),2629 HICKORY BEND DR,,GARLAND,75044,DALLAS,Registered Child-Care Home,12,12/5/11,3/2/22,2/7/22,12/5/11,Y,Full,,,,,,,,,,,,
1382146,5,Little Angels Day Care Center,Little Angels Day Care Center (1382146),679 BURCH ST,,JASPER,75951,JASPER,Licensed Center - Child Care Program,25,5/2/12,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1382446,3,Pecan Ranch Early Learning Center,Pecan Ranch Early Learning Center (1382446),815 E OATES RD,,GARLAND,75043,DALLAS,Licensed Center - Child Care Program,169,6/21/12,3/2/22,2/7/22,12/21/11,Y,Full,,,,,,,,,,,,
1382606,7,Open Door Preschool at M Station,Open Door Preschool at M Station (1382606),2918 E MARTIN LUTHER KING JR B,,AUSTIN,78702,TRAVIS,Licensed Center - Child Care Program,98,4/27/12,3/2/22,2/7/22,4/6/20,Y,Full,,,,,,,,,,,,
1382789,8,Summerlin Child Care & Learning Center,Summerlin Child Care & Learning Center (1382789),6387 DE ZAVALA RD,,SAN ANTONIO,78249,BEXAR,Licensed Center - Child Care Program,126,11/29/11,3/2/22,2/7/22,11/29/11,Y,Full,,,,,,,,,,,,
1382950,8,The Kid Korral Learning Center,The Kid Korral Learning Center (1382950),4173 HWY 16 S,,BANDERA,78003,BANDERA,Licensed Center - Child Care Program,72,5/4/12,3/2/22,2/7/22,3/20/20,Y,Full,,,,,,,,,,,,
1382967,6,Grace Montessori,Grace Montessori (1382967),3639 GLENN LAKES LN,,MISSOURI CITY,77459,FORT BEND,Licensed Center - Child Care Program,68,3/30/12,3/2/22,2/7/22,12/17/20,Y,Full,,,,,,,,,,,N,Closed
1383248,9,MoMo's Learning Child Care Center,MoMo's Learning Child Care Center (1383248),807 WINK AVE,,ODESSA,79761,ECTOR,Licensed Center - Child Care Program,68,5/17/12,3/2/22,2/7/22,12/21/20,Y,Full,,,,,,,,,,,,
1383426,11,"The Apple Tree Daycare, Inc.","The Apple Tree Daycare, Inc. (1383426)",201 E LOVETT ST,,EDINBURG,78541,HIDALGO,Licensed Center - Child Care Program,165,10/20/11,3/2/22,2/7/22,10/13/11,Y,Full,,,,,,,,,,,,
1383446,11,"The Apple Tree Daycare, Inc. II","The Apple Tree Daycare, Inc. II (1383446)",1501 W EXPRESSWAY 83,,SULLIVAN CITY,78595,HIDALGO,Licensed Center - Child Care Program,77,1/9/12,3/2/22,2/7/22,1/9/12,Y,Full,,,,,,,,,,,,
1384066,7,Happy Hearts Bilingual Learning Center,Happy Hearts Bilingual Learning Center (1384066),6615 MANCHACA RD,,AUSTIN,78745,TRAVIS,Licensed Center - Child Care Program,69,2/8/12,3/2/22,2/7/22,4/22/20,Y,Full,,,,,,,,,,,,
1384487,7,Little Hugs Childcare LLC,Little Hugs Childcare LLC (1384487),11701 OLD 2243 W,STE B,LEANDER,78641,WILLIAMSON,Licensed Center - Child Care Program,68,8/8/13,3/2/22,2/7/22,11/8/11,Y,Full,,,,,,,,,,,,
1384509,6,Sunshine Early Learning Daycare Center,Sunshine Early Learning Daycare Center (1384509),,,,,,Licensed Center - Temporary Shelter Program,85,7/10/12,3/2/22,2/7/22,1/15/12,Y,Full,,,,,,,,,,,,
1384946,6,Katy  Montessori School,Katy  Montessori School (1384946),12350 WESTHEIMER RD,STE A,HOUSTON,77077,HARRIS,Licensed Center - Child Care Program,83,4/26/12,3/2/22,2/7/22,5/1/20,Y,Full,,,,,,,,,,,,
1385066,6,Lieu Thuy Nguyen,Lieu Thuy Nguyen (1385066),18203 MEMORIAL FALLS DR,,TOMBALL,77375,HARRIS,Registered Child-Care Home,12,11/7/11,3/2/22,2/7/22,11/7/11,Y,Full,,,,,,,,,,,,
1385587,3,Wonderland Montessori Academy,Wonderland Montessori Academy (1385587),3132 HUDSON XING,,MCKINNEY,75070,COLLIN,Licensed Center - Child Care Program,366,4/30/12,3/2/22,2/7/22,11/16/11,Y,Full,,,,,,,,,,,,
1385746,3,Seay Child Care Center,Seay Child Care Center (1385746),6100 W PARKER RD,,PLANO,75093,COLLIN,Licensed Center - Child Care Program,265,11/9/11,3/2/22,2/7/22,11/9/11,Y,Full,,,,,,,,,,,,
1385787,6,Stephanie Guillory,Stephanie Guillory (1385787),14115 LONG SHADOW DR,,HOUSTON,77015,HARRIS,Licensed Child-Care Home,12,2/13/13,3/2/22,2/7/22,8/18/21,Y,Full,,,,,,,,,,,,
1385806,6,Donna's Day Care,Donna's Day Care (1385806),9106 SPELLMAN RD,,HOUSTON,77031,HARRIS,Licensed Child-Care Home,12,7/3/12,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
1385826,6,Van Ngoc Nguyen,Van Ngoc Nguyen (1385826),9354 CORNER OAKS LN,,HOUSTON,77036,HARRIS,Registered Child-Care Home,12,11/14/11,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
1385846,6,"Fort Bend County Women's Center, Inc","Fort Bend County Women's Center, Inc (1385846)",PO BOX 183,,RICHMOND,77406,FORT BEND,Licensed Center - Temporary Shelter Program,53,6/29/12,3/2/22,2/7/22,1/13/12,Y,Full,,,,,,,,,,,,
1385866,11,Blanca Araceli Ruiz,Blanca Araceli Ruiz (1385866),307 W SYCAMORE ST,,LAREDO,78041,WEBB,Listed Family Home,0,10/25/11,3/2/22,2/7/22,10/29/20,Y,Full,,,,,,,,,,,,
1386586,8,Guadalupe Martinez,Guadalupe Martinez (1386586),309 WALNUT ST,,YOAKUM,77995,LAVACA,Listed Family Home,3,2/8/13,3/2/22,2/7/22,5/24/21,N,Full,,,,,,,,,,,,
1386946,3,Little Rascals Child Development Center,Little Rascals Child Development Center (1386946),2907 N HAMPTON RD,,DALLAS,75212,DALLAS,Licensed Center - Child Care Program,100,4/30/12,3/2/22,2/7/22,7/6/20,Y,Full,,,,,,,,,,,,
1388586-4491,6,Bellfort Early Childhood Center,Bellfort Early Childhood Center (1388586-4491),7647 BELLFORT ST,,HOUSTON,77061,HARRIS,Licensed Center - Child Care Program,227,12/1/11,3/2/22,2/7/22,10/20/20,Y,Full,,,,,,,,,,,,
1389327,1,Luz Cancino,Luz Cancino (1389327),809 LINCOLN ST,,DALHART,79022,DALLAM,Registered Child-Care Home,12,2/3/12,3/2/22,2/7/22,2/3/12,Y,Full,,,,1/12/22,N,,1/19/22,Y,,,,
1389608,3,Momma Pearls Daycare Home,Momma Pearls Daycare Home (1389608),2909 MONET PL,,DALLAS,75287,DENTON,Licensed Child-Care Home,12,4/4/12,3/2/22,2/7/22,11/2/11,Y,Full,,,,,,,,,,,,
1389686,3,Ella Adjei,Ella Adjei (1389686),2819 ARMSTRONG DR,,ARLINGTON,76014,TARRANT,Registered Child-Care Home,12,11/22/11,3/2/22,2/7/22,11/22/11,Y,Full,,,,,,,,,,,,
1389806,6,Elizabeth Kim Huynh,Elizabeth Kim Huynh (1389806),13442 KNIGHTSWAY DR,,HOUSTON,77083,HARRIS,Registered Child-Care Home,12,11/15/11,3/2/22,2/7/22,11/15/11,Y,Full,,,,,,,,,,,,
1389926,6,Kicks and Giggles Daycare Academy,Kicks and Giggles Daycare Academy (1389926),12130 ANTOINE DR,STE H,HOUSTON,77066,HARRIS,Licensed Center - Child Care Program,103,5/24/12,3/2/22,2/7/22,7/13/20,Y,Full,,,,,,,,,,,,
1390007,2,Charla Davis Home Day Care,Charla Davis Home Day Care (1390007),210 1/2 N CLARK ST,,COMANCHE,76442,COMANCHE,Licensed Child-Care Home,12,4/17/12,3/2/22,2/7/22,11/7/11,Y,Full,,,,,,,,,,,,
1390166,11,Little People's Bright Beginning,Little People's Bright Beginning (1390166),6120 MCPHERSON RD,,LAREDO,78041,WEBB,Licensed Center - Child Care Program,141,12/12/11,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1390186,11,Little People North,Little People North (1390186),4209 MCPHERSON AVE,,LAREDO,78041,WEBB,Licensed Center - Child Care Program,116,12/12/11,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1390608,6,Chianna Barnes,Chianna Barnes (1390608),8859 CHELSWORTH DR,,HOUSTON,77083,FORT BEND,Registered Child-Care Home,12,12/19/11,3/2/22,2/7/22,10/28/21,N,Full,,,,1/10/22,,Closed,,,,,,
1390646,6,Rainbow Land Daycare,Rainbow Land Daycare (1390646),905 6TH ST,,PALACIOS,77465,MATAGORDA,Licensed Center - Child Care Program,85,4/23/12,3/2/22,2/7/22,10/9/20,Y,Full,,,,,,,,,,,,
1391888,6,Angela M. Hopkins,Angela M. Hopkins (1391888),16434 SKEET CT,,MISSOURI CITY,77489,FORT BEND,Registered Child-Care Home,12,2/9/12,3/2/22,2/7/22,2/9/12,Y,Full,,,,,,,,,,,,
1392027,3,Lil Wiggys Christian Development Center,Lil Wiggys Christian Development Center (1392027),4333 GANNON LN,STE 110,DALLAS,75237,DALLAS,Licensed Center - Child Care Program,119,5/29/12,3/2/22,2/7/22,11/29/11,Y,Full,,,,,,,,,,,,
1392490,3,Handprints Academy,Handprints Academy (1392490),702 S HAMPTON RD,,DALLAS,75208,DALLAS,Licensed Center - Child Care Program,322,5/30/12,3/2/22,2/7/22,12/19/11,Y,Full,,,,,,,,,,,,
1392566,3,Kidcare Learning Center,Kidcare Learning Center (1392566),1815 CALADIUM DR,,CORINTH,76210,DENTON,Licensed Child-Care Home,12,9/19/12,3/2/22,2/7/22,3/19/12,Y,Full,,,,,,,,,,,,
1392746,11,Patricia Jimenez,Patricia Jimenez (1392746),5606 SAINT DAVID,APT 411,LAREDO,78046,WEBB,Listed Family Home,0,11/18/11,3/2/22,2/7/22,10/18/11,Y,Full,,,,,,,,,,,,
1393706,4,Harriet Gillispie,Harriet Gillispie (1393706),417 HADEN ST,,TYLER,75701,SMITH,Listed Family Home,3,11/18/11,3/2/22,2/7/22,10/13/15,Y,Full,,,,,,,,,,,,
1394388,4,See Saw Children's Place - Fairmont,See Saw Children's Place - Fairmont (1394388),1450 W FAIRMONT ST,,LONGVIEW,75604,GREGG,Licensed Center - Child Care Program,75,8/2/12,3/2/22,2/7/22,12/13/21,Y,Full,,,,,,,,,,,,
1394389,4,See Saw Children's Place - Bramlette,See Saw Children's Place - Bramlette (1394389),111 TUPELO DR,,LONGVIEW,75601,GREGG,Licensed Center - Before/After School Program,60,1/2/12,3/2/22,2/7/22,8/17/20,Y,Full,,,,,,,,,,,,
